GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE51421,GSM1245173,control,control_24h,Homo sapiens,CD34,0,NA,24,h,NA,NA,NA,GPL6480,GSM1245173_CD34_24h_1.txt
GSE51421,GSM1245174,control,control_24h,Homo sapiens,CD34,0,NA,24,h,NA,NA,NA,GPL6480,GSM1245174_CD34_24h_2.txt
GSE51421,GSM1245175,control,control_24h,Homo sapiens,CD34,0,NA,24,h,NA,NA,NA,GPL6480,GSM1245175_CD34_24h_3.txt
GSE51421,GSM1245176,PLGA,PLGA_24h,Homo sapiens,CD34,500,ug/ml,24,h,NA,NA,NA,GPL6480,GSM1245176_CD34_NP_24h_1.txt
GSE51421,GSM1245177,PLGA,PLGA_24h,Homo sapiens,CD34,500,ug/ml,24,h,NA,NA,NA,GPL6480,GSM1245177_CD34_NP_24h_2.txt
GSE51421,GSM1245178,PLGA,PLGA_24h,Homo sapiens,CD34,500,ug/ml,24,h,NA,NA,NA,GPL6480,GSM1245178_CD34_NP_24h_3.txt
GSE51421,GSM1245179,control,control_7d,Homo sapiens,CD34,0,NA,7,d,NA,NA,NA,GPL6480,GSM1245179_CD34_7d_1.txt
GSE51421,GSM1245180,control,control_7d,Homo sapiens,CD34,0,NA,7,d,NA,NA,NA,GPL6480,GSM1245180_CD34_7d_2.txt
GSE51421,GSM1245181,control,control_7d,Homo sapiens,CD34,0,NA,7,d,NA,NA,NA,GPL6480,GSM1245181_CD34_7d_3.txt
GSE51421,GSM1245182,PLGA,PLGA_7d,Homo sapiens,CD34,500,ug/ml,7,d,NA,NA,NA,GPL6480,GSM1245182_CD34_NP_7d_1.txt
GSE51421,GSM1245183,PLGA,PLGA_7d,Homo sapiens,CD34,500,ug/ml,7,d,NA,NA,NA,GPL6480,GSM1245183_CD34_NP_7d_2.txt
GSE51421,GSM1245184,PLGA,PLGA_7d,Homo sapiens,CD34,500,ug/ml,7,d,NA,NA,NA,GPL6480,GSM1245184_CD34_NP_7d_3.txt
