GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE35193,GSM863314,control,control_3d,Mus musculus,Lung,0,NA,3,d,251486818912_201002171028,1_1,Cy5,GPL4134,GSM863314_251486818912_201002171028_S01_GE2_107_Sep09_1_1.txt
GSE35193,GSM863315,Carbon black (Printex90),CB_Printex90_18ug_3d,Mus musculus,Lung,18,ug,3,d,251486818912_201002171028,1_2,Cy5,GPL4134,GSM863315_251486818912_201002171028_S01_GE2_107_Sep09_1_2.txt
GSE35193,GSM863316,Carbon black (Printex90),CB_Printex90_54ug_3d,Mus musculus,Lung,54,ug,3,d,251486818912_201002171028,1_3,Cy5,GPL4134,GSM863316_251486818912_201002171028_S01_GE2_107_Sep09_1_3.txt
GSE35193,GSM863317,Carbon black (Printex90),CB_Printex90_162ug_3d,Mus musculus,Lung,162,ug,3,d,251486818912_201002171028,1_4,Cy5,GPL4134,GSM863317_251486818912_201002171028_S01_GE2_107_Sep09_1_4.txt
GSE35193,GSM863318,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486818913_201002181006,1_1,Cy5,GPL4134,GSM863318_251486818913_201002181006_S01_GE2_107_Sep09_1_1.txt
GSE35193,GSM863319,Carbon black (Printex90),CB_Printex90_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486818913_201002181006,1_2,Cy5,GPL4134,GSM863319_251486818913_201002181006_S01_GE2_107_Sep09_1_2.txt
GSE35193,GSM863320,Carbon black (Printex90),CB_Printex90_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486818913_201002181006,1_3,Cy5,GPL4134,GSM863320_251486818913_201002181006_S01_GE2_107_Sep09_1_3.txt
GSE35193,GSM863321,Carbon black (Printex90),CB_Printex90_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486818913_201002181006,1_4,Cy5,GPL4134,GSM863321_251486818913_201002181006_S01_GE2_107_Sep09_1_4.txt
GSE35193,GSM863322,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486824161_201002181013,1_1,Cy5,GPL4134,GSM863322_251486824161_201002181013_S01_GE2_107_Sep09_1_1.txt
GSE35193,GSM863323,Carbon black (Printex90),CB_Printex90_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486824161_201002181013,1_2,Cy5,GPL4134,GSM863323_251486824161_201002181013_S01_GE2_107_Sep09_1_2.txt
GSE35193,GSM863324,Carbon black (Printex90),CB_Printex90_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486824161_201002181013,1_3,Cy5,GPL4134,GSM863324_251486824161_201002181013_S01_GE2_107_Sep09_1_3.txt
GSE35193,GSM863325,Carbon black (Printex90),CB_Printex90_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486824161_201002181013,1_4,Cy5,GPL4134,GSM863325_251486824161_201002181013_S01_GE2_107_Sep09_1_4.txt
GSE35193,GSM863326,control,control_3d,Mus musculus,Lung,0,NA,3,d,251486824162_201002191015,1_1,Cy5,GPL4134,GSM863326_251486824162_201002191015_S01_GE2_107_Sep09_1_1.txt
GSE35193,GSM863327,Carbon black (Printex90),CB_Printex90_18ug_3d,Mus musculus,Lung,18,ug,3,d,251486824162_201002191015,1_2,Cy5,GPL4134,GSM863327_251486824162_201002191015_S01_GE2_107_Sep09_1_2.txt
GSE35193,GSM863328,Carbon black (Printex90),CB_Printex90_54ug_3d,Mus musculus,Lung,54,ug,3,d,251486824162_201002191015,1_3,Cy5,GPL4134,GSM863328_251486824162_201002191015_S01_GE2_107_Sep09_1_3.txt
GSE35193,GSM863329,Carbon black (Printex90),CB_Printex90_162ug_3d,Mus musculus,Lung,162,ug,3,d,251486824162_201002191015,1_4,Cy5,GPL4134,GSM863329_251486824162_201002191015_S01_GE2_107_Sep09_1_4.txt
GSE35193,GSM863330,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486824163_201002191023,1_1,Cy5,GPL4134,GSM863330_251486824163_201002191023_S01_GE2_107_Sep09_1_1.txt
GSE35193,GSM863331,Carbon black (Printex90),CB_Printex90_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486824163_201002191023,1_2,Cy5,GPL4134,GSM863331_251486824163_201002191023_S01_GE2_107_Sep09_1_2.txt
GSE35193,GSM863332,Carbon black (Printex90),CB_Printex90_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486824163_201002191023,1_4,Cy5,GPL4134,GSM863332_251486824163_201002191023_S01_GE2_107_Sep09_1_4.txt
GSE35193,GSM863333,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486824158_201002230931,1_1,Cy5,GPL4134,GSM863333_251486824158_201002230931_S01_GE2_107_Sep09_1_1.txt
GSE35193,GSM863334,control,control_3d,Mus musculus,Lung,0,NA,3,d,251486824158_201002230931,1_2,Cy5,GPL4134,GSM863334_251486824158_201002230931_S01_GE2_107_Sep09_1_2.txt
GSE35193,GSM863335,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486824158_201002230931,1_3,Cy5,GPL4134,GSM863335_251486824158_201002230931_S01_GE2_107_Sep09_1_3.txt
GSE35193,GSM863336,Carbon black (Printex90),CB_Printex90_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486824158_201002230931,1_4,Cy5,GPL4134,GSM863336_251486824158_201002230931_S01_GE2_107_Sep09_1_4.txt
GSE35193,GSM863337,Carbon black (Printex90),CB_Printex90_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486824165_201002200945,1_1,Cy5,GPL4134,GSM863337_251486824165_201002200945_S01_GE2_105_Jan09_1_1.txt
GSE35193,GSM863338,Carbon black (Printex90),CB_Printex90_18ug_3d,Mus musculus,Lung,18,ug,3,d,251486824165_201002200945,1_2,Cy5,GPL4134,GSM863338_251486824165_201002200945_S01_GE2_105_Jan09_1_2.txt
GSE35193,GSM863339,Carbon black (Printex90),CB_Printex90_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486824165_201002200945,1_3,Cy5,GPL4134,GSM863339_251486824165_201002200945_S01_GE2_105_Jan09_1_3.txt
GSE35193,GSM863340,Carbon black (Printex90),CB_Printex90_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486824165_201002200945,1_4,Cy5,GPL4134,GSM863340_251486824165_201002200945_S01_GE2_105_Jan09_1_4.txt
GSE35193,GSM863341,Carbon black (Printex90),CB_Printex90_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486824179_201002210935,1_1,Cy5,GPL4134,GSM863341_251486824179_201002210935_S01_GE2_105_Jan09_1_1.txt
GSE35193,GSM863342,Carbon black (Printex90),CB_Printex90_54ug_3d,Mus musculus,Lung,54,ug,3,d,251486824179_201002210935,1_2,Cy5,GPL4134,GSM863342_251486824179_201002210935_S01_GE2_105_Jan09_1_2.txt
GSE35193,GSM863343,Carbon black (Printex90),CB_Printex90_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486824179_201002210935,1_3,Cy5,GPL4134,GSM863343_251486824179_201002210935_S01_GE2_105_Jan09_1_3.txt
GSE35193,GSM863344,Carbon black (Printex90),CB_Printex90_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486824179_201002210935,1_4,Cy5,GPL4134,GSM863344_251486824179_201002210935_S01_GE2_105_Jan09_1_4.txt
GSE35193,GSM863345,Carbon black (Printex90),CB_Printex90_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486824147_201002210943,1_1,Cy5,GPL4134,GSM863345_251486824147_201002210943_S01_GE2_105_Jan09_1_1.txt
GSE35193,GSM863346,Carbon black (Printex90),CB_Printex90_162ug_3d,Mus musculus,Lung,162,ug,3,d,251486824147_201002210943,1_2,Cy5,GPL4134,GSM863346_251486824147_201002210943_S01_GE2_105_Jan09_1_2.txt
GSE35193,GSM863347,Carbon black (Printex90),CB_Printex90_54ug_3d,Mus musculus,Lung,54,ug,3,d,251486824147_201002210943,1_4,Cy5,GPL4134,GSM863347_251486824147_201002210943_S01_GE2_105_Jan09_1_4.txt
GSE35193,GSM863348,control,control_3d,Mus musculus,Lung,0,NA,3,d,251486824159_201002230938,1_1,Cy5,GPL4134,GSM863348_251486824159_201002230938_S01_GE2_107_Sep09_1_1.txt
GSE35193,GSM863349,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486824159_201002230938,1_2,Cy5,GPL4134,GSM863349_251486824159_201002230938_S01_GE2_107_Sep09_1_2.txt
GSE35193,GSM863350,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486824159_201002230938,1_3,Cy5,GPL4134,GSM863350_251486824159_201002230938_S01_GE2_107_Sep09_1_3.txt
GSE35193,GSM863351,Carbon black (Printex90),CB_Printex90_18ug_3d,Mus musculus,Lung,18,ug,3,d,251486824159_201002230938,1_4,Cy5,GPL4134,GSM863351_251486824159_201002230938_S01_GE2_107_Sep09_1_4.txt
