GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE61366,GSM1503112,MWCNT (NCRWE-026),NCRWE026_1d,Mus musculus,liver,162,ug,1,d,252800514380_201301171026,1_1,Cy5,GPL10787,GSM1503112_252800514380_201301171026_S01_GE2_1100_Jul11_1_1.txt
GSE61366,GSM1503113,MWCNT (NM-401),NM401_3d,Mus musculus,liver,162,ug,3,d,252800514380_201301171026,1_2,Cy5,GPL10787,GSM1503113_252800514380_201301171026_S01_GE2_1100_Jul11_1_2.txt
GSE61366,GSM1503114,MWCNT (NCRWE-026),NCRWE026_3d,Mus musculus,liver,162,ug,3,d,252800514380_201301171026,1_3,Cy5,GPL10787,GSM1503114_252800514380_201301171026_S01_GE2_1100_Jul11_1_3.txt
GSE61366,GSM1503115,control_NCRWE-026,control_NCRWE026_3d,Mus musculus,liver,0,NA,3,d,252800514380_201301171026,1_4,Cy5,GPL10787,GSM1503115_252800514380_201301171026_S01_GE2_1100_Jul11_1_4.txt
GSE61366,GSM1503116,MWCNT (NM-401),NM401_1d,Mus musculus,liver,162,ug,1,d,252800514380_201301171026,2_1,Cy5,GPL10787,GSM1503116_252800514380_201301171026_S01_GE2_1100_Jul11_2_1.txt
GSE61366,GSM1503117,control_NCRWE-026,control_NCRWE026_1d,Mus musculus,liver,0,NA,1,d,252800514380_201301171026,2_2,Cy5,GPL10787,GSM1503117_252800514380_201301171026_S01_GE2_1100_Jul11_2_2.txt
GSE61366,GSM1503118,control_NM-401,control_NM401_3d,Mus musculus,liver,0,NA,3,d,252800514380_201301171026,2_3,Cy5,GPL10787,GSM1503118_252800514380_201301171026_S01_GE2_1100_Jul11_2_3.txt
GSE61366,GSM1503119,control_NM-401,control_NM401_1d,Mus musculus,liver,0,NA,1,d,252800514380_201301171026,2_4,Cy5,GPL10787,GSM1503119_252800514380_201301171026_S01_GE2_1100_Jul11_2_4.txt
GSE61366,GSM1503120,control_NM-401,control_NM401_1d,Mus musculus,liver,0,NA,1,d,252800514381_201301220836,1_1,Cy5,GPL10787,GSM1503120_252800514381_201301220836_S01_GE2_1100_Jul11_1_1.txt
GSE61366,GSM1503121,MWCNT (NM-401),NM401_28d,Mus musculus,liver,162,ug,28,d,252800514381_201301220836,1_2,Cy5,GPL10787,GSM1503121_252800514381_201301220836_S01_GE2_1100_Jul11_1_2.txt
GSE61366,GSM1503122,control_NM-401,control_NM401_28d,Mus musculus,liver,0,NA,28,d,252800514381_201301220836,1_3,Cy5,GPL10787,GSM1503122_252800514381_201301220836_S01_GE2_1100_Jul11_1_3.txt
GSE61366,GSM1503123,MWCNT (NCRWE-026),NCRWE026_28d,Mus musculus,liver,162,ug,28,d,252800514381_201301220836,1_4,Cy5,GPL10787,GSM1503123_252800514381_201301220836_S01_GE2_1100_Jul11_1_4.txt
GSE61366,GSM1503124,control_NCRWE-026,control_NCRWE026_1d,Mus musculus,liver,0,NA,1,d,252800514381_201301220836,2_1,Cy5,GPL10787,GSM1503124_252800514381_201301220836_S01_GE2_1100_Jul11_2_1.txt
GSE61366,GSM1503125,MWCNT (NM-401),NM401_1d,Mus musculus,liver,162,ug,1,d,252800514381_201301220836,2_2,Cy5,GPL10787,GSM1503125_252800514381_201301220836_S01_GE2_1100_Jul11_2_2.txt
GSE61366,GSM1503126,control_NCRWE-026,control_NCRWE026_28d,Mus musculus,liver,0,NA,28,d,252800514381_201301220836,2_3,Cy5,GPL10787,GSM1503126_252800514381_201301220836_S01_GE2_1100_Jul11_2_3.txt
GSE61366,GSM1503127,MWCNT (NCRWE-026),NCRWE026_1d,Mus musculus,liver,162,ug,1,d,252800514381_201301220836,2_4,Cy5,GPL10787,GSM1503127_252800514381_201301220836_S01_GE2_1100_Jul11_2_4.txt
GSE61366,GSM1503128,MWCNT (NCRWE-026),NCRWE026_28d,Mus musculus,liver,162,ug,28,d,252800514382_201301220849,1_1,Cy5,GPL10787,GSM1503128_252800514382_201301220849_S01_GE2_1100_Jul11_1_1.txt
GSE61366,GSM1503129,control_NM-401,control_NM401_3d,Mus musculus,liver,0,NA,3,d,252800514382_201301220849,1_2,Cy5,GPL10787,GSM1503129_252800514382_201301220849_S01_GE2_1100_Jul11_1_2.txt
GSE61366,GSM1503130,control_NCRWE-026,control_NCRWE026_28d,Mus musculus,liver,0,NA,28,d,252800514382_201301220849,1_3,Cy5,GPL10787,GSM1503130_252800514382_201301220849_S01_GE2_1100_Jul11_1_3.txt
GSE61366,GSM1503131,control_NM-401,control_NM401_28d,Mus musculus,liver,0,NA,28,d,252800514382_201301220849,1_4,Cy5,GPL10787,GSM1503131_252800514382_201301220849_S01_GE2_1100_Jul11_1_4.txt
GSE61366,GSM1503132,MWCNT (NM-401),NM401_3d,Mus musculus,liver,162,ug,3,d,252800514382_201301220849,2_1,Cy5,GPL10787,GSM1503132_252800514382_201301220849_S01_GE2_1100_Jul11_2_1.txt
GSE61366,GSM1503133,MWCNT (NCRWE-026),NCRWE026_3d,Mus musculus,liver,162,ug,3,d,252800514382_201301220849,2_2,Cy5,GPL10787,GSM1503133_252800514382_201301220849_S01_GE2_1100_Jul11_2_2.txt
GSE61366,GSM1503134,control_NCRWE-026,control_NCRWE026_3d,Mus musculus,liver,0,NA,3,d,252800514382_201301220849,2_3,Cy5,GPL10787,GSM1503134_252800514382_201301220849_S01_GE2_1100_Jul11_2_3.txt
GSE61366,GSM1503135,MWCNT (NM-401),NM401_28d,Mus musculus,liver,162,ug,28,d,252800514382_201301220849,2_4,Cy5,GPL10787,GSM1503135_252800514382_201301220849_S01_GE2_1100_Jul11_2_4.txt
GSE61366,GSM1503136,MWCNT (NM-401),NM401_3d,Mus musculus,liver,162,ug,3,d,252800514362_201301241043,1_1,Cy5,GPL10787,GSM1503136_252800514362_201301241043_S01_GE2_1100_Jul11_1_1.txt
GSE61366,GSM1503137,control_NM-401,control_NM401_1d,Mus musculus,liver,0,NA,1,d,252800514362_201301241043,1_2,Cy5,GPL10787,GSM1503137_252800514362_201301241043_S01_GE2_1100_Jul11_1_2.txt
GSE61366,GSM1503138,control_NCRWE-026,control_NCRWE026_3d,Mus musculus,liver,0,NA,3,d,252800514362_201301241043,1_3,Cy5,GPL10787,GSM1503138_252800514362_201301241043_S01_GE2_1100_Jul11_1_3.txt
GSE61366,GSM1503139,MWCNT (NCRWE-026),NCRWE026_1d,Mus musculus,liver,162,ug,1,d,252800514362_201301241043,1_4,Cy5,GPL10787,GSM1503139_252800514362_201301241043_S01_GE2_1100_Jul11_1_4.txt
GSE61366,GSM1503140,MWCNT (NM-401),NM401_1d,Mus musculus,liver,162,ug,1,d,252800514362_201301241043,2_1,Cy5,GPL10787,GSM1503140_252800514362_201301241043_S01_GE2_1100_Jul11_2_1.txt
GSE61366,GSM1503141,control_NM-401,control_NM401_3d,Mus musculus,liver,0,NA,3,d,252800514362_201301241043,2_2,Cy5,GPL10787,GSM1503141_252800514362_201301241043_S01_GE2_1100_Jul11_2_2.txt
GSE61366,GSM1503142,control_NCRWE-026,control_NCRWE026_1d,Mus musculus,liver,0,NA,1,d,252800514362_201301241043,2_4,Cy5,GPL10787,GSM1503142_252800514362_201301241043_S01_GE2_1100_Jul11_2_4.txt
GSE61366,GSM1503143,control_NCRWE-026,control_NCRWE026_1d,Mus musculus,liver,0,NA,1,d,252800514363_201301241056,1_1,Cy5,GPL10787,GSM1503143_252800514363_201301241056_S01_GE2_1100_Jul11_1_1.txt
GSE61366,GSM1503144,control_NCRWE-026,control_NCRWE026_28d,Mus musculus,liver,0,NA,28,d,252800514363_201301241056,1_2,Cy5,GPL10787,GSM1503144_252800514363_201301241056_S01_GE2_1100_Jul11_1_2.txt
GSE61366,GSM1503145,MWCNT (NCRWE-026),NCRWE026_1d,Mus musculus,liver,162,ug,1,d,252800514363_201301241056,1_3,Cy5,GPL10787,GSM1503145_252800514363_201301241056_S01_GE2_1100_Jul11_1_3.txt
