GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE75429	GSM1954977	MWCNT (NM-401)	NM401_high	Mus musculus	Lung	128	ug	56	d	252800514365_201212130923	1_1	Cy5	GPL10787	GSM1954977_252800514365_201212130923_S01_GE2_1100_Jul11_1_1.txt
GSE75429	GSM1954978	MWCNT (Mitsui7)	Mitsui7_low	Mus musculus	Lung	42.7	ug	56	d	252800514365_201212130923	1_2	Cy5	GPL10787	GSM1954978_252800514365_201212130923_S01_GE2_1100_Jul11_1_2.txt
GSE75429	GSM1954979	MWCNT (Mitsui7)	Mitsui7_low	Mus musculus	Lung	42.7	ug	56	d	252800514365_201212130923	1_3	Cy5	GPL10787	GSM1954979_252800514365_201212130923_S01_GE2_1100_Jul11_1_3.txt
GSE75429	GSM1954980	control	control	Mus musculus	Lung	0	NA	56	d	252800514365_201212130923	1_4	Cy5	GPL10787	GSM1954980_252800514365_201212130923_S01_GE2_1100_Jul11_1_4.txt
GSE75429	GSM1954981	control	control	Mus musculus	Lung	0	NA	56	d	252800514365_201212130923	2_1	Cy5	GPL10787	GSM1954981_252800514365_201212130923_S01_GE2_1100_Jul11_2_1.txt
GSE75429	GSM1954982	MWCNT (NM-401)	NM401_high	Mus musculus	Lung	128	ug	56	d	252800514365_201212130923	2_2	Cy5	GPL10787	GSM1954982_252800514365_201212130923_S01_GE2_1100_Jul11_2_2.txt
GSE75429	GSM1954983	MWCNT (NM-401)	NM401_low	Mus musculus	Lung	42.7	ug	56	d	252800514365_201212130923	2_3	Cy5	GPL10787	GSM1954983_252800514365_201212130923_S01_GE2_1100_Jul11_2_3.txt
GSE75429	GSM1954984	MWCNT (Mitsui7)	Mitsui7_high	Mus musculus	Lung	128	ug	56	d	252800514365_201212130923	2_4	Cy5	GPL10787	GSM1954984_252800514365_201212130923_S01_GE2_1100_Jul11_2_4.txt
GSE75429	GSM1954985	MWCNT (Mitsui7)	Mitsui7_high	Mus musculus	Lung	128	ug	56	d	252800514366_201212181031	1_1	Cy5	GPL10787	GSM1954985_252800514366_201212181031_S01_GE2_1100_Jul11_1_1.txt
GSE75429	GSM1954986	MWCNT (NM-401)	NM401_low	Mus musculus	Lung	42.7	ug	56	d	252800514366_201212181031	1_2	Cy5	GPL10787	GSM1954986_252800514366_201212181031_S01_GE2_1100_Jul11_1_2.txt
GSE75429	GSM1954987	MWCNT (Mitsui7)	Mitsui7_high	Mus musculus	Lung	128	ug	56	d	252800514366_201212181031	1_3	Cy5	GPL10787	GSM1954987_252800514366_201212181031_S01_GE2_1100_Jul11_1_3.txt
GSE75429	GSM1954988	MWCNT (NM-401)	NM401_low	Mus musculus	Lung	42.7	ug	56	d	252800514366_201212181031	1_4	Cy5	GPL10787	GSM1954988_252800514366_201212181031_S01_GE2_1100_Jul11_1_4.txt
GSE75429	GSM1954989	control	control	Mus musculus	Lung	0	NA	56	d	252800514366_201212181031	2_3	Cy5	GPL10787	GSM1954989_252800514366_201212181031_S01_GE2_1100_Jul11_2_3.txt
GSE75429	GSM1954990	MWCNT (Mitsui7)	Mitsui7_low	Mus musculus	Lung	42.7	ug	56	d	252800514366_201212181031	2_4	Cy5	GPL10787	GSM1954990_252800514366_201212181031_S01_GE2_1100_Jul11_2_4.txt
GSE75429	GSM1954991	MWCNT (NM-401)	NM401_high	Mus musculus	Lung	128	ug	56	d	252800514367_201212181044	1_2	Cy5	GPL10787	GSM1954991_252800514367_201212181044_S01_GE2_1100_Jul11_1_2.txt
GSE75429	GSM1954992	control	control	Mus musculus	Lung	0	NA	56	d	252800514367_201212181044	1_3	Cy5	GPL10787	GSM1954992_252800514367_201212181044_S01_GE2_1100_Jul11_1_3.txt
GSE75429	GSM1954993	MWCNT (NM-401)	NM401_low	Mus musculus	Lung	42.7	ug	56	d	252800514367_201212181044	1_4	Cy5	GPL10787	GSM1954993_252800514367_201212181044_S01_GE2_1100_Jul11_1_4.txt
GSE75429	GSM1954994	MWCNT (Mitsui7)	Mitsui7_high	Mus musculus	Lung	128	ug	56	d	252800514367_201212181044	2_2	Cy5	GPL10787	GSM1954994_252800514367_201212181044_S01_GE2_1100_Jul11_2_2.txt
GSE75429	GSM1954995	MWCNT (Mitsui7)	Mitsui7_low	Mus musculus	Lung	42.7	ug	56	d	252800514367_201212181044	2_3	Cy5	GPL10787	GSM1954995_252800514367_201212181044_S01_GE2_1100_Jul11_2_3.txt
GSE75429	GSM1954996	MWCNT (Mitsui7)	Mitsui7_low	Mus musculus	Lung	42.7	ug	56	d	252800514367_201212181044	2_4	Cy5	GPL10787	GSM1954996_252800514367_201212181044_S01_GE2_1100_Jul11_2_4.txt
GSE75429	GSM1954997	MWCNT (NM-401)	NM401_high	Mus musculus	Lung	128	ug	56	d	252800512578_201301031034	1_1	Cy5	GPL10787	GSM1954997_252800512578_201301031034_S01_GE2_1100_Jul11_1_1.txt
GSE75429	GSM1954998	MWCNT (NM-401)	NM401_low	Mus musculus	Lung	42.7	ug	56	d	252800512578_201301031034	1_3	Cy5	GPL10787	GSM1954998_252800512578_201301031034_S01_GE2_1100_Jul11_1_3.txt
GSE75429	GSM1954999	control	control	Mus musculus	Lung	0	NA	56	d	252800512578_201301031034	1_4	Cy5	GPL10787	GSM1954999_252800512578_201301031034_S01_GE2_1100_Jul11_1_4.txt
GSE75429	GSM1955000	MWCNT (NM-401)	NM401_high	Mus musculus	Lung	128	ug	56	d	252800512578_201301031034	2_1	Cy5	GPL10787	GSM1955000_252800512578_201301031034_S01_GE2_1100_Jul11_2_1.txt
GSE75429	GSM1955001	MWCNT (Mitsui7)	Mitsui7_low	Mus musculus	Lung	42.7	ug	56	d	252800512578_201301031034	2_2	Cy5	GPL10787	GSM1955001_252800512578_201301031034_S01_GE2_1100_Jul11_2_2.txt
GSE75429	GSM1955002	MWCNT (Mitsui7)	Mitsui7_high	Mus musculus	Lung	128	ug	56	d	252800512578_201301031034	2_3	Cy5	GPL10787	GSM1955002_252800512578_201301031034_S01_GE2_1100_Jul11_2_3.txt
