sample,reference,np_source,np_type,np_core,diameter_mean,diameter_max,diameter_min,length_mean,length_max,length_min,molecular_weight,density,dispersity_original,hydrodynamic_size,dispersity_water,surface_area,aggregate_size_mean,aggregate_size_max,aggregate_size_min,zeta_potential,image,shape,purity,coating,coating_material,crystalline,centrifuge,stir,stirring,stirring_rate,sonication,sonication2,sonication_freq.,filter,solubilization_media,maximal_dose,minimal_dose,dissolved_cation,ph,exposure_time,exposure_day,water,materials_in_water,concentration_of_materials,number_of_daphina,daphnia_age_hour,test_solution,container_size,repeating_number,rpm,food ,menu,food_concentration,test_solution_renewer,temperature,radiation,ec50,ec_ul,ec_ll,immobilisation_rate,immobilisation_concentration,lc50,lc_ul,lc_ll,mortality,mortality_concentration,others_feature
954,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,432,18.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,3.0,
955,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,456,19.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,3.0,
956,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,480,20.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,3.0,
957,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,504,21.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,3.0,
958,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,24,1.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
959,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,48,2.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
960,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,72,3.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
961,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,96,4.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
962,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,120,5.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
963,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,144,6.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
964,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,168,7.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
965,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,192,8.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
966,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,216,9.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
967,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,240,10.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
968,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,264,11.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
969,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,288,12.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
970,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,312,13.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
971,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,336,14.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
972,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,360,15.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
973,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,384,16.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
974,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,408,17.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
975,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,432,18.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
976,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,456,19.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
977,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,480,20.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
978,45,Sigma Aldrich,MeOx,CeO2,1000.0,,1000.0,,,,,,,2729.0,,0.4,2729.0,4587.0,871.0,-4,,,100.0,0.0,,,,,,,1.0,30.0,,,,,,,,504,21.0,standard synthetic freshwater (moderately hard),,,10,24.0,,,1.0,,,,,,,,,,,,,,,,0.0,10.0,
979,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,2,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,0.031,,,50.0,0.031,,,,,,
980,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,5000.0,,,5000.0,,,-8,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,99.0,,,50.0,99.0,,,,,,
981,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,75000.0,,,75000.0,,,16,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,10.3,,,50.0,10.3,,,,,,
982,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,2,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,75.0,0.1,,,,,,
983,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,2,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,100.0,1.0,,,,,,
984,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,2,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,100.0,10.0,,,,,,
985,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,2,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,100.0,100.0,,,,,,
986,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,2,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,100.0,1000.0,,,,,,
987,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,60,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,10.0,0.1,,,,,,
988,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,60,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,45.0,1.0,,,,,,
989,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,60,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,70.0,10.0,,,,,,
990,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,60,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,80.0,100.0,,,,,,
991,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,60,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,100.0,1000.0,,,,,,
992,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,90000.0,,,90000.0,,,-13,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,20.0,0.1,,,,,,
993,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,90000.0,,,90000.0,,,-13,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,45.0,1.0,,,,,,
994,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,90000.0,,,90000.0,,,-13,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,65.0,10.0,,,,,,
995,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,90000.0,,,90000.0,,,-13,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,85.0,100.0,,,,,,
996,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,90000.0,,,90000.0,,,-13,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,100.0,1000.0,,,,,,
997,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,80000.0,,,80000.0,,,38,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,5.0,0.1,,,,,,
998,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,80000.0,,,80000.0,,,38,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,25.0,1.0,,,,,,
999,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,80000.0,,,80000.0,,,38,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,60.0,10.0,,,,,,
1000,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,80000.0,,,80000.0,,,38,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,70.0,100.0,,,,,,
1001,46,Sigma Aldrich,MeOx,ZnO,100.0,100.0,,,,,,,,80000.0,,,80000.0,,,38,1.0,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,100.0,1000.0,,,,,,
1002,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,5000.0,,,5000.0,,,-8,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,15.0,0.1,,,,,,
1003,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,5000.0,,,5000.0,,,-8,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,32.5,1.0,,,,,,
1004,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,5000.0,,,5000.0,,,-8,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,40.0,10.0,,,,,,
1005,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,5000.0,,,5000.0,,,-8,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,50.0,100.0,,,,,,
1006,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,5000.0,,,5000.0,,,-8,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,55.0,1000.0,,,,,,
1007,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-11,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,0.0,0.1,,,,,,
1008,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-11,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,0.0,1.0,,,,,,
1009,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-11,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,5.0,10.0,,,,,,
1010,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-11,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,10.0,100.0,,,,,,
1011,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-11,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,10.0,1000.0,,,,,,
1012,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-25,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,5.0,0.1,,,,,,
1013,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-25,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,15.0,1.0,,,,,,
1014,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-25,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,30.0,10.0,,,,,,
1015,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-25,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,30.0,100.0,,,,,,
1016,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,92500.0,,,92500.0,,,-25,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,33.75,1000.0,,,,,,
1017,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,77500.0,,,77500.0,,,36,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,0.0,0.1,,,,,,
1018,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,77500.0,,,77500.0,,,36,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,10.0,1.0,,,,,,
1019,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,77500.0,,,77500.0,,,36,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,15.0,10.0,,,,,,
1020,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,77500.0,,,77500.0,,,36,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,15.0,100.0,,,,,,
1021,46,Sigma Aldrich,MeOx,TiO2,21.0,21.0,,,,,,,,77500.0,,,77500.0,,,36,,,,0.0,,anatase,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,25.0,1000.0,,,,,,
1022,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,75000.0,,,75000.0,,,16,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,15.0,0.1,,,,,,
1023,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,75000.0,,,75000.0,,,16,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,40.0,1.0,,,,,,
1024,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,75000.0,,,75000.0,,,16,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,50.0,10.0,,,,,,
1025,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,75000.0,,,75000.0,,,16,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,60.0,100.0,,,,,,
1026,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,75000.0,,,75000.0,,,16,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,,,10,24.0,20.0,,,,,,,,,,,,,100.0,1000.0,,,,,,
1027,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,52,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,0.0,0.1,,,,,,
1028,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,52,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,10.0,1.0,,,,,,
1029,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,52,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,15.0,10.0,,,,,,
1030,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,52,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,25.0,100.0,,,,,,
1031,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,87500.0,,,87500.0,,,52,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,triton X-100,1.0,10,24.0,20.0,,,,,,,,,,,,,40.0,1000.0,,,,,,
1032,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,95000.0,,,95000.0,,,-22,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,0.0,0.1,,,,,,
1033,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,95000.0,,,95000.0,,,-22,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,10.0,1.0,,,,,,
1034,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,95000.0,,,95000.0,,,-22,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,20.0,10.0,,,,,,
1035,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,95000.0,,,95000.0,,,-22,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,25.0,100.0,,,,,,
1036,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,95000.0,,,95000.0,,,-22,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,4-dodecylbenzenesulfonic acid,0.01,10,24.0,20.0,,,,,,,,,,,,,30.0,1000.0,,,,,,
1037,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,62500.0,,,62500.0,,,80,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,0.0,0.1,,,,,,
1038,46,Sigma Aldrich,metal,Ni,100.0,100.0,,,,,,,,62500.0,,,62500.0,,,80,,,,0.0,,,,,,,1.0,30.0,50.0,,,1000.0,0.05,,7.1,48,2.0,ISO media,hexadecyltrimethylammonium bromide,0.01,10,24.0,20.0,,,,,,,,,,,,,10.0,1.0,,,,,,
