GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE63806	GSM1557708	control	control_24h	Homo sapiens	A549	0	NA	24	h	US11183901_252665213948	1_1	Cy3	GPL10332	GSM1557708_US11183901_252665213948_S01_GE1_1010_Sep10_1_1.txt
GSE63806	GSM1557709	control	control_24h	Homo sapiens	A549	0	NA	24	h	US11183901_252665213949	1_1	Cy3	GPL10332	GSM1557709_US11183901_252665213949_S01_GE1_1010_Sep10_1_1.txt
GSE63806	GSM1557710	control	control_24h	Homo sapiens	A549	0	NA	24	h	US11183901_252665213950	1_1	Cy3	GPL10332	GSM1557710_US11183901_252665213950_S01_GE1_1010_Sep10_1_1.txt
GSE63806	GSM1557711	control	control_24h	Homo sapiens	A549	0	NA	24	h	US11183901_252665213948	1_4	Cy3	GPL10332	GSM1557711_US11183901_252665213948_S01_GE1_1010_Sep10_1_4.txt
GSE63806	GSM1557712	nanoSiO2	nanoSiO2_0.1ugcm2_24h	Homo sapiens	A549	0.1	ug/cm2	24	h	US11183901_252665213948	1_3	Cy3	GPL10332	GSM1557712_US11183901_252665213948_S01_GE1_1010_Sep10_1_3.txt
GSE63806	GSM1557713	nanoSiO2	nanoSiO2_0.1ugcm2_24h	Homo sapiens	A549	0.1	ug/cm2	24	h	US11183901_252665213949	1_3	Cy3	GPL10332	GSM1557713_US11183901_252665213949_S01_GE1_1010_Sep10_1_3.txt
GSE63806	GSM1557714	nanoSiO2	nanoSiO2_0.1ugcm2_24h	Homo sapiens	A549	0.1	ug/cm2	24	h	US11183901_252665213950	1_3	Cy3	GPL10332	GSM1557714_US11183901_252665213950_S01_GE1_1010_Sep10_1_3.txt
GSE63806	GSM1557715	nanoSiO2	nanoSiO2_0.1ugcm2_24h	Homo sapiens	A549	0.1	ug/cm2	24	h	US11183901_252665213949	1_4	Cy3	GPL10332	GSM1557715_US11183901_252665213949_S01_GE1_1010_Sep10_1_4.txt
GSE63806	GSM1557716	nanoSiO2	nanoSiO2_1ugcm2_24h	Homo sapiens	A549	1	ug/cm2	24	h	US11183901_252665213948	1_2	Cy3	GPL10332	GSM1557716_US11183901_252665213948_S01_GE1_1010_Sep10_1_2.txt
GSE63806	GSM1557717	nanoSiO2	nanoSiO2_1ugcm2_24h	Homo sapiens	A549	1	ug/cm2	24	h	US11183901_252665213949	1_2	Cy3	GPL10332	GSM1557717_US11183901_252665213949_S01_GE1_1010_Sep10_1_2.txt
