GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE60799,GSM1488919,nanoTiO2 (NRCWE-025),NRCWE025_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486836548_201301080831,1_1,Cy5,GPL7202,GSM1488919_251486836548_201301080831_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488920,nanoTiO2 (NRCWE-025),NRCWE025_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486836548_201301080831,1_2,Cy5,GPL7202,GSM1488920_251486836548_201301080831_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488921,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486836548_201301080831,1_3,Cy5,GPL7202,GSM1488921_251486836548_201301080831_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488922,nanoTiO2 (NRCWE-025),NRCWE025_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486836548_201301080831,1_4,Cy5,GPL7202,GSM1488922_251486836548_201301080831_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488923,nanoTiO2 (NRCWE-030),NRCWE030_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486836547_201301110852,1_1,Cy5,GPL7202,GSM1488923_251486836547_201301110852_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488924,nanoTiO2 (NRCWE-030),NRCWE030_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486836547_201301110852,1_2,Cy5,GPL7202,GSM1488924_251486836547_201301110852_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488925,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486836547_201301110852,1_3,Cy5,GPL7202,GSM1488925_251486836547_201301110852_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488926,nanoTiO2 (NRCWE-030),NRCWE030_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486836547_201301110852,1_4,Cy5,GPL7202,GSM1488926_251486836547_201301110852_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488927,nanoTiO2 (NRCWE-030),NRCWE030_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486836546_201301150940,1_3,Cy5,GPL7202,GSM1488927_251486836546_201301150940_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488928,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486836546_201301150940,1_4,Cy5,GPL7202,GSM1488928_251486836546_201301150940_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488929,nanoTiO2 (NRCWE-025),NRCWE025_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486836545_201301150948,1_2,Cy5,GPL7202,GSM1488929_251486836545_201301150948_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488930,nanoTiO2 (NRCWE-025),NRCWE025_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486836545_201301150948,1_3,Cy5,GPL7202,GSM1488930_251486836545_201301150948_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488931,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486836545_201301150948,1_4,Cy5,GPL7202,GSM1488931_251486836545_201301150948_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488932,nanoTiO2 (NRCWE-025),NRCWE025_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486836544_201301161143,1_1,Cy5,GPL7202,GSM1488932_251486836544_201301161143_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488933,nanoTiO2 (NRCWE-025),NRCWE025_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486836544_201301161143,1_2,Cy5,GPL7202,GSM1488933_251486836544_201301161143_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488934,nanoTiO2 (NRCWE-025),NRCWE025_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486836544_201301161143,1_3,Cy5,GPL7202,GSM1488934_251486836544_201301161143_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488935,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486836544_201301161143,1_4,Cy5,GPL7202,GSM1488935_251486836544_201301161143_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488936,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486837618_201301161152,1_1,Cy5,GPL7202,GSM1488936_251486837618_201301161152_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488937,nanoTiO2 (NRCWE-030),NRCWE030_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837618_201301161152,1_2,Cy5,GPL7202,GSM1488937_251486837618_201301161152_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488938,nanoTiO2 (NRCWE-030),NRCWE030_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837618_201301161152,1_3,Cy5,GPL7202,GSM1488938_251486837618_201301161152_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488939,nanoTiO2 (NRCWE-030),NRCWE030_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837618_201301161152,1_4,Cy5,GPL7202,GSM1488939_251486837618_201301161152_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488940,nanoTiO2 (NRCWE-030),NRCWE030_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837626_201301220947,1_1,Cy5,GPL7202,GSM1488940_251486837626_201301220947_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488941,nanoTiO2 (NRCWE-030),NRCWE030_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486837626_201301220947,1_2,Cy5,GPL7202,GSM1488941_251486837626_201301220947_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488942,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486837626_201301220947,1_3,Cy5,GPL7202,GSM1488942_251486837626_201301220947_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488943,nanoTiO2 (NRCWE-030),NRCWE030_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837626_201301220947,1_4,Cy5,GPL7202,GSM1488943_251486837626_201301220947_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488944,nanoTiO2 (NRCWE-025),NRCWE025_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837625_201301220955,1_1,Cy5,GPL7202,GSM1488944_251486837625_201301220955_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488945,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486837625_201301220955,1_2,Cy5,GPL7202,GSM1488945_251486837625_201301220955_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488946,nanoTiO2 (NRCWE-025),NRCWE025_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837625_201301220955,1_3,Cy5,GPL7202,GSM1488946_251486837625_201301220955_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488947,nanoTiO2 (NRCWE-025),NRCWE025_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837625_201301220955,1_4,Cy5,GPL7202,GSM1488947_251486837625_201301220955_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488948,nanoTiO2 (NRCWE-025),NRCWE025_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837624_201301230849,1_2,Cy5,GPL7202,GSM1488948_251486837624_201301230849_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488949,nanoTiO2 (NRCWE-025),NRCWE025_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837624_201301230849,1_4,Cy5,GPL7202,GSM1488949_251486837624_201301230849_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488950,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486837623_201301230857,1_1,Cy5,GPL7202,GSM1488950_251486837623_201301230857_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488951,nanoTiO2 (NRCWE-030),NRCWE030_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837623_201301230857,1_2,Cy5,GPL7202,GSM1488951_251486837623_201301230857_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488952,nanoTiO2 (NRCWE-030),NRCWE030_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837623_201301230857,1_3,Cy5,GPL7202,GSM1488952_251486837623_201301230857_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488953,nanoTiO2 (NRCWE-030),NRCWE030_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837623_201301230857,1_4,Cy5,GPL7202,GSM1488953_251486837623_201301230857_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488954,nanoTiO2 (NRCWE-030),NRCWE030_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837699_201301300913,1_1,Cy5,GPL7202,GSM1488954_251486837699_201301300913_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488955,nanoTiO2 (NRCWE-025),NRCWE025_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837699_201301300913,1_2,Cy5,GPL7202,GSM1488955_251486837699_201301300913_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488956,nanoTiO2 (NRCWE-025),NRCWE025_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837699_201301300913,1_3,Cy5,GPL7202,GSM1488956_251486837699_201301300913_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488957,nanoTiO2 (NRCWE-030),NRCWE030_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837699_201301300913,1_4,Cy5,GPL7202,GSM1488957_251486837699_201301300913_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488958,nanoTiO2 (NRCWE-030),NRCWE030_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837700_201301300922,1_1,Cy5,GPL7202,GSM1488958_251486837700_201301300922_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488959,nanoTiO2 (NRCWE-030),NRCWE030_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837700_201301300922,1_2,Cy5,GPL7202,GSM1488959_251486837700_201301300922_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488960,nanoTiO2 (NRCWE-025),NRCWE025_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837700_201301300922,1_3,Cy5,GPL7202,GSM1488960_251486837700_201301300922_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488961,nanoTiO2 (NRCWE-025),NRCWE025_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837700_201301300922,1_4,Cy5,GPL7202,GSM1488961_251486837700_201301300922_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488962,nanoTiO2 (NRCWE-025),NRCWE025_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837702_201302050902,1_1,Cy5,GPL7202,GSM1488962_251486837702_201302050902_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488963,nanoTiO2 (NRCWE-030),NRCWE030_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837702_201302050902,1_2,Cy5,GPL7202,GSM1488963_251486837702_201302050902_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488964,nanoTiO2 (NRCWE-025),NRCWE025_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837702_201302050902,1_3,Cy5,GPL7202,GSM1488964_251486837702_201302050902_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488965,nanoTiO2 (NRCWE-030),NRCWE030_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837702_201302050902,1_4,Cy5,GPL7202,GSM1488965_251486837702_201302050902_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488966,nanoTiO2 (NRCWE-025),NRCWE025_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486837703_201302060841,1_1,Cy5,GPL7202,GSM1488966_251486837703_201302060841_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488967,nanoTiO2 (NRCWE-025),NRCWE025_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837703_201302060841,1_2,Cy5,GPL7202,GSM1488967_251486837703_201302060841_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488968,nanoTiO2 (NRCWE-030),NRCWE030_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486837703_201302060841,1_3,Cy5,GPL7202,GSM1488968_251486837703_201302060841_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488969,nanoTiO2 (NRCWE-030),NRCWE030_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837703_201302060841,1_4,Cy5,GPL7202,GSM1488969_251486837703_201302060841_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488970,nanoTiO2 (NRCWE-030),NRCWE030_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837624_201301230849,1_1,Cy5,GPL7202,GSM1488970_251486837624_201301230849_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488971,nanoTiO2 (NRCWE-030),NRCWE030_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837659_201302060849,1_2,Cy5,GPL7202,GSM1488971_251486837659_201302060849_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488972,nanoTiO2 (NRCWE-025),NRCWE025_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837659_201302060849,1_3,Cy5,GPL7202,GSM1488972_251486837659_201302060849_S01_GE2_1100_Jul11_1_3.txt
GSE60799,GSM1488973,nanoTiO2 (NRCWE-025),NRCWE025_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837659_201302060849,1_4,Cy5,GPL7202,GSM1488973_251486837659_201302060849_S01_GE2_1100_Jul11_1_4.txt
GSE60799,GSM1488974,nanoTiO2 (NRCWE-030),NRCWE030_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486836531_201302200949,1_1,Cy5,GPL7202,GSM1488974_251486836531_201302200949_S01_GE2_1100_Jul11_1_1.txt
GSE60799,GSM1488975,nanoTiO2 (NRCWE-030),NRCWE030_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486836531_201302200949,1_2,Cy5,GPL7202,GSM1488975_251486836531_201302200949_S01_GE2_1100_Jul11_1_2.txt
GSE60799,GSM1488976,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486836531_201302200949,1_3,Cy5,GPL7202,GSM1488976_251486836531_201302200949_S01_GE2_1100_Jul11_1_3.txt
