GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE60797,GSM1488780,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486830601_201303050922,1_1,Cy5,GPL7202,GSM1488780_251486830601_201303050922_S01_GE2_1100_Jul11_1_1.txt
GSE60797,GSM1488781,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486830601_201303050922,1_2,Cy5,GPL7202,GSM1488781_251486830601_201303050922_S01_GE2_1100_Jul11_1_2.txt
GSE60797,GSM1488782,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486830601_201303050922,1_3,Cy5,GPL7202,GSM1488782_251486830601_201303050922_S01_GE2_1100_Jul11_1_3.txt
GSE60797,GSM1488783,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486830601_201303050922,1_4,Cy5,GPL7202,GSM1488783_251486830601_201303050922_S01_GE2_1100_Jul11_1_4.txt
GSE60797,GSM1488784,Indoor-R (sanding dust),Indoor_R_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486830602_201303120946,1_1,Cy5,GPL7202,GSM1488784_251486830602_201303120946_S01_GE2_1100_Jul11_1_1.txt
GSE60797,GSM1488785,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486830602_201303120946,1_2,Cy5,GPL7202,GSM1488785_251486830602_201303120946_S01_GE2_1100_Jul11_1_2.txt
GSE60797,GSM1488786,Indoor-R (sanding dust),Indoor_R_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486830602_201303120946,1_4,Cy5,GPL7202,GSM1488786_251486830602_201303120946_S01_GE2_1100_Jul11_1_4.txt
GSE60797,GSM1488787,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486830603_201303120954,1_1,Cy5,GPL7202,GSM1488787_251486830603_201303120954_S01_GE2_1100_Jul11_1_1.txt
GSE60797,GSM1488788,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486830603_201303120954,1_2,Cy5,GPL7202,GSM1488788_251486830603_201303120954_S01_GE2_1100_Jul11_1_2.txt
GSE60797,GSM1488789,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486830603_201303120954,1_3,Cy5,GPL7202,GSM1488789_251486830603_201303120954_S01_GE2_1100_Jul11_1_3.txt
GSE60797,GSM1488790,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486830603_201303120954,1_4,Cy5,GPL7202,GSM1488790_251486830603_201303120954_S01_GE2_1100_Jul11_1_4.txt
GSE60797,GSM1488791,Indoor-R (sanding dust),Indoor_R_486ug_28d,Mus musculus,Lung,486,ug,28,d,251486830604_201303121002,1_1,Cy5,GPL7202,GSM1488791_251486830604_201303121002_S01_GE2_1100_Jul11_1_1.txt
GSE60797,GSM1488792,Indoor-R (sanding dust),Indoor_R_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486830604_201303121002,1_2,Cy5,GPL7202,GSM1488792_251486830604_201303121002_S01_GE2_1100_Jul11_1_2.txt
GSE60797,GSM1488793,Indoor-R (sanding dust),Indoor_R_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486830604_201303121002,1_3,Cy5,GPL7202,GSM1488793_251486830604_201303121002_S01_GE2_1100_Jul11_1_3.txt
GSE60797,GSM1488794,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486830604_201303121002,1_4,Cy5,GPL7202,GSM1488794_251486830604_201303121002_S01_GE2_1100_Jul11_1_4.txt
GSE60797,GSM1488795,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_486ug_1d,Mus musculus,Lung,486,ug,1,d,251486830605_201303121010,1_1,Cy5,GPL7202,GSM1488795_251486830605_201303121010_S01_GE2_1100_Jul11_1_1.txt
GSE60797,GSM1488796,Indoor-nanoTiO2 (sanding dust),Indoor_nanoTiO2_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486830605_201303121010,1_2,Cy5,GPL7202,GSM1488796_251486830605_201303121010_S01_GE2_1100_Jul11_1_2.txt
GSE60797,GSM1488797,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486830605_201303121010,1_3,Cy5,GPL7202,GSM1488797_251486830605_201303121010_S01_GE2_1100_Jul11_1_3.txt
