material,core_size,hydro_size,surf_charge,surf_area,Hsf,Ec,Ev,MeO,assay,cell_line,cell_species,cell_origin,cell_type,time,dose,viability,toxicity
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,10,100,nonToxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,20,98.12,nonToxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,30,20.14,Toxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,50,-1.43,Toxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,80,2.877,Toxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,10,106.76,nonToxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,20,101.58,nonToxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,30,26.76,Toxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,50,1.438,Toxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,MTT,HONDC,Human,Nose,Normal,24,80,1.35,Toxic
ZnO,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,100,nonToxic
ZnO,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,5,97.2081,nonToxic
ZnO,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,10,99.3638,nonToxic
ZnO,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,20,79.7573,nonToxic
ZnO,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,40,31.6136,Toxic
ZnO,60,329,-9.3,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,80,15.2919,Toxic
ZnO,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,100,nonToxic
ZnO,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,5,99.0558,nonToxic
ZnO,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,10,91.6649,nonToxic
ZnO,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,20,38.9018,Toxic
ZnO,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,40,23.9147,Toxic
ZnO,60,320,-7.5,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,80,10.8779,Toxic
ZnO,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,100,nonToxic
ZnO,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,5,97.6187,nonToxic
ZnO,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,10,81.297,nonToxic
ZnO,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,20,23.4014,Toxic
ZnO,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,40,9.8514,Toxic
ZnO,60,936,-2.4,7.34,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,80,10.9805,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,0,100.2654,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,10,96.4053,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,15,100.5549,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,20,82.0748,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,25,63.3293,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,30,60.0724,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,35,59.6381,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,40,63.9807,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,48,80,55.6333,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,0,100.4584,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,10,105.4524,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,15,100.6755,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,20,93.2207,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,25,75.8987,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,30,71.2666,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,35,69.5296,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,40,69.9156,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,24,80,49.9397,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,0,100.6514,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,10,104.994,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,15,101.0374,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,20,105.38,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,25,76.6224,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,30,59.8311,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,35,55.9711,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,40,53.6309,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,6,80,60.2171,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,0,100.5066,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,10,101.9783,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,15,92.5694,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,20,86.4897,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,25,64.994,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,30,57.0808,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,35,57.0326,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,40,50.2292,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,NRU,SH_SY5Y,Human,Bone,Cancer,3,80,61.7732,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,0,100.1351,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,10,77.2072,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,15,71.6667,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,20,55.8446,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,25,9.8311,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,30,8.5811,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,35,7.2973,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,48,40,7.0721,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,0,100.1126,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,10,79.8649,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,15,80.4054,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,20,73.0405,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,25,15.1351,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,30,11.7568,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,35,9.7973,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,40,8.8514,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,24,80,-3.8739,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,0,100.2027,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,10,95.6081,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,15,86.2162,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,20,81.0811,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,25,72.3649,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,30,68.0405,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,35,60.7432,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,40,56.6892,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,6,80,30,Toxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,0,100.2703,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,10,97.3649,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,15,90.8784,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,20,89.6622,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,25,76.8018,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,30,71.036,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,35,64.6396,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,40,61.6667,nonToxic
ZnO,100,273.4,-11.7,20,-3.608,-3.89,-7.2,5.67,MTT,SH_SY5Y,Human,Bone,Cancer,3,80,48.2432,Toxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,101.5007,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,91.678,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,87.4215,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,67.94,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,4.7476,Toxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,2.292,Toxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,7.367,Toxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.3115,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,98.0328,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,86.7213,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,78.8525,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,25.082,Toxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,5.2459,Toxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,8.6066,Toxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,101.3115,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,111.3115,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,91.3115,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,88.0328,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,89.0164,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,55.9016,nonToxic
ZnO,86,687,31.3,7,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,51.9672,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,101.337,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,85.457,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,83.8199,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,64.0109,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,2.4557,Toxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,1.9645,Toxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,4.2565,Toxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.3115,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,99.1803,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,88.6885,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,81.4754,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,17.8688,Toxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,4.7541,Toxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,4.4262,Toxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,101.1475,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,111.2295,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,106.3115,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,106.5574,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,73.4426,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,55.6557,nonToxic
ZnO,52,640,29.4,15,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,54.5902,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,101.4501,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,78.3037,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,68.7825,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,58.6046,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,34.6375,Toxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,1.4364,Toxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,3.2832,Toxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.6644,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,99.3724,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,90.8595,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,78.7449,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,63.8472,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,15.5525,Toxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,2.292,Toxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,100.9756,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,99.8374,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,84.878,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,84.065,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,79.187,nonToxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,35.6098,Toxic
ZnO,7.5,795,27.4,90,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,21.626,Toxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,0,102.2896,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,1.56,80.6069,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,3.13,72,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,6.25,69.3517,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,12.5,11.7517,Toxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,25,3.5586,Toxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,72,50,4.3035,Toxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0,101.4433,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,1.56,88.0825,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,3.13,80.6598,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,6.25,79.4227,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,12.5,76.4536,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25,45.2784,Toxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50,6.6804,Toxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,0,100.8197,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,1.56,102.2951,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,3.13,93.4426,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,6.25,94.918,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,12.5,98.1148,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,25,55.8197,nonToxic
ZnO,32,1093,21.6,37,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,12,50,24.3443,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,99.3899,nonToxic
ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,16.6812,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,15.3939,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,0.1,83.9423,nonToxic
ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,10,26.3359,Toxic
ZnO,35.6,295.5,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,SW480,Human,Colon,Cancer,24,100,18.6121,Toxic
ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,111.7895,nonToxic
ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,1,109.2632,nonToxic
ZnO,35.6,236,-41.6,27.9,-3.608,-3.89,-7.2,5.67,MTT,Caco_2,Human,Colon,Cancer,24,0.1,87.2481,nonToxic
