material,core_size,hydro_size,surf_charge,surf_area,Hsf,Ec,Ev,MeO,assay,cell_line,cell_species,cell_origin,cell_type,time,dose,viability,toxicity
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,NRU,SH_SY5Y,Human,Bone,Cancer,3,120,116.4,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,NRU,SH_SY5Y,Human,Bone,Cancer,3,150,116.4,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,0,100,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,20,105.5,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,40,95.67,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,60,102.71,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,80,106.58,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,100,99.89,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,120,114.67,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,24,150,119.59,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,0,100,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,20,93.91,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,40,92.16,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,60,95.67,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,80,90.05,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,100,88.29,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,120,103.06,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,6,150,90.75,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,0,100,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,20,107.9,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,40,101.6,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,60,105.1,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,80,103.06,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,100,94.97,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,120,95.32,nonToxic
TiO2,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,MTT,SH_SY5Y,Human,Bone,Cancer,3,150,97.78,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,0,96.1027,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,150,80.5606,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,0,96.5641,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,MCF_10A,Human,Breast,Cancer,24,150,96.0304,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,0,94.1623,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,150,75.8821,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,0,94.7795,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,WI_38,Human,Lung,Normal,24,150,79.0703,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,93.757,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,79.0703,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,95.6434,nonToxic
TiO2,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,94.7002,nonToxic
TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,93.757,nonToxic
TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,59.1287,nonToxic
TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,95.6434,nonToxic
TiO2,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,150,93.2046,nonToxic
TiO2,21,327,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,93.757,nonToxic
TiO2,21,327,-9.42,57,-9.779,-4.16,-7.49,5.77,Annexiv_V_PI_staining,Chang_Liver,Human,Liver,Normal,24,0,95.6434,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,0,90.4,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,1,91.1,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,5,92.6,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,24,10,89.6,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,0,92.6,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,1,93.9,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,5,92.2,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,12,10,92.5,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,0,96.2,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,1,97.3,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,5,89.4,nonToxic
TiO2,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,ATP,L_02,Human,Liver,Normal,6,10,91.5,nonToxic
TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,79.7761,nonToxic
TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,58.6567,nonToxic
TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,83.1343,nonToxic
TiO2,169.4,365,-13,9.8,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,59.2537,nonToxic
TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,68.1343,nonToxic
TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,38.0597,Toxic
TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,70.8955,nonToxic
TiO2,15.5,420,-12,107.4,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,40.6716,Toxic
TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,78.5821,nonToxic
TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,45.5224,Toxic
TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,77.3881,nonToxic
TiO2,34.1,400,-12,48.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,48.4328,Toxic
TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,0,100.7463,nonToxic
TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,10,79.9254,nonToxic
TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,48,100,48.2836,Toxic
TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,0,100,nonToxic
TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,10,99.27102057,nonToxic
TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,30,100,nonToxic
TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,100,96.7845017,nonToxic
TiO2,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,300,79.74835231,nonToxic
TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,0,100,nonToxic
TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,10,94.68656716,nonToxic
TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,30,91.30348259,nonToxic
TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,100,96.75621891,nonToxic
TiO2,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,MTS,BEAS_2B,Human,Lung,Normal,24,300,84.50746269,nonToxic
TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,0,100,nonToxic
TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,10,107.9472843,nonToxic
TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,30,116.9728435,nonToxic
TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,100,106.8590256,nonToxic
TiO2,20,338,-7.7,50.4,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,300,99.68051118,nonToxic
TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,0,100,nonToxic
TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,10,103.9594111,nonToxic
TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,30,95.68245125,nonToxic
TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,100,104.6756864,nonToxic
TiO2,10,262,-5.7,166,-9.779,-4.16,-7.49,5.77,MTS,RAW264_7,Mouse,Blood,Cancer,24,300,91.0465579,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,0,101.5761,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,6.25,76.5942,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,12.5,82.4275,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,25,76.721,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,50,73.2971,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,0,100.7394,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,6.25,124.9775,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,12.5,105.284,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,25,106.9252,nonToxic
TiO2,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,50,101.6231,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,0,101.5761,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,6.25,91.4312,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,12.5,89.2754,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,25,90.7971,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,50,81.9837,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,0,100.9919,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,6.25,119.4229,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,12.5,117.4031,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,25,111.7538,nonToxic
TiO2,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,50,99.5401,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,0,101.7029,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,6.25,68.4783,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,12.5,57.6993,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,25,51.6123,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,72,50,44.5109,Toxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,0,100.8656,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,6.25,102.3805,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,12.5,90.2615,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,25,88.1154,nonToxic
TiO2,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,MTT,A549,Human,Lung,Cancer,12,50,80.5095,nonToxic
TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,0,100.7463,nonToxic
TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,10,78.6567,nonToxic
TiO2,5.9,460,-12,280.9,-9.779,-4.16,-7.49,5.77,MTT,V79_4,Hamster,Lung,Normal,24,100,44.3284,Toxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,0.1,102.5502,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,1,87.8069,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,10,71.2139,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,0.1,79.6464,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,1,73.7708,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,10,75.6749,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,0.1,107.3156,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,1,116.3194,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,10,90.5247,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,100,116.8061,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,0.1,100.0152,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,1,86.1445,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,10,86.0837,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,100,106.5856,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,0.1,103.6437,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,1,99.1734,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,10,104.3185,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,48,100,83.3333,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,0.1,93.8597,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,1,90.2159,nonToxic
TiO2,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,SW480,Human,Colon,Cancer,24,10,101.9568,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,0.1,106.0908,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,1,101.839,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,10,103.9649,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,48,100,124.7174,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,0.1,116.2139,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,1,91.4122,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,10,93.0319,nonToxic
TiO2,33.7,308,-25.3,42.5,-9.779,-4.16,-7.49,5.77,MTT,Caco_2,Human,Colon,Cancer,24,100,105.9895,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,0.001,93.5233,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,0.01,98.7047,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,0.1,97.4093,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,1,97.9275,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,5,72.2798,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,10,62.4352,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,20,43.7824,Toxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,50,28.7565,Toxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,24,100,22.5389,Toxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,0.001,96.1039,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,0.01,98.1818,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,0.1,101.039,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,1,99.2208,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,5,92.7273,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,10,75.3247,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,20,64.1558,nonToxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,50,36.6234,Toxic
ZnO,45.3,310,32.7,21.3,-3.608,-3.89,-7.2,5.67,MTT,HCMEC,Human,Blood,Normal,12,100,33.5065,Toxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,10,105.62,nonToxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,20,108.74,nonToxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,30,36.16,Toxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,50,27.54,Toxic
ZnO,115,360,-10,14.4,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,80,30.17,Toxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,10,92.69,nonToxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,20,106.1,nonToxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,30,52.93,nonToxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,50,28.26,Toxic
ZnO,115,500,-9,14.5,-3.608,-3.89,-7.2,5.67,CyQuant,HONDC,Human,Nose,Normal,24,80,29.46,Toxic
