GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE55286,GSM1333418,control,control_1d,Mus musculus,Lung,0,NA,1,d,252800510908_201204270856,1_1,Cy5,GPL10787,GSM1333418_252800510908_201204270856_S01_GE2_1010_Sep10_1_1.txt
GSE55286,GSM1333419,MWCNT (NRCWE-26),MWCNT_NRCWE26_18ug_1d,Mus musculus,Lung,18,ug,1,d,252800510908_201204270856,1_2,Cy5,GPL10787,GSM1333419_252800510908_201204270856_S01_GE2_1010_Sep10_1_2.txt
GSE55286,GSM1333420,MWCNT (NRCWE-26),MWCNT_NRCWE26_54ug_1d,Mus musculus,Lung,54,ug,1,d,252800510908_201204270856,1_3,Cy5,GPL10787,GSM1333420_252800510908_201204270856_S01_GE2_1010_Sep10_1_3.txt
GSE55286,GSM1333421,MWCNT (NRCWE-26),MWCNT_NRCWE26_164ug_1d,Mus musculus,Lung,164,ug,1,d,252800510908_201204270856,1_4,Cy5,GPL10787,GSM1333421_252800510908_201204270856_S01_GE2_1010_Sep10_1_4.txt
GSE55286,GSM1333422,control,control_1d,Mus musculus,Lung,0,NA,1,d,252800510908_201204270856,2_1,Cy5,GPL10787,GSM1333422_252800510908_201204270856_S01_GE2_1010_Sep10_2_1.txt
GSE55286,GSM1333423,MWCNT (NM-401),MWCNT_NM401_18ug_1d,Mus musculus,Lung,18,ug,1,d,252800510908_201204270856,2_2,Cy5,GPL10787,GSM1333423_252800510908_201204270856_S01_GE2_1010_Sep10_2_2.txt
GSE55286,GSM1333424,MWCNT (NM-401),MWCNT_NM401_54ug_1d,Mus musculus,Lung,54,ug,1,d,252800510908_201204270856,2_3,Cy5,GPL10787,GSM1333424_252800510908_201204270856_S01_GE2_1010_Sep10_2_3.txt
GSE55286,GSM1333425,MWCNT (NM-401),MWCNT_NM401_164ug_1d,Mus musculus,Lung,164,ug,1,d,252800510908_201204270856,2_4,Cy5,GPL10787,GSM1333425_252800510908_201204270856_S01_GE2_1010_Sep10_2_4.txt
GSE55286,GSM1333426,MWCNT (NRCWE-26),MWCNT_NRCWE26_164ug_3d,Mus musculus,Lung,164,ug,3,d,252800510910_201205080851,1_1,Cy5,GPL10787,GSM1333426_252800510910_201205080851_S01_GE2_1010_Sep10_1_1.txt
GSE55286,GSM1333427,control,control_3d,Mus musculus,Lung,0,NA,3,d,252800510910_201205080851,1_2,Cy5,GPL10787,GSM1333427_252800510910_201205080851_S01_GE2_1010_Sep10_1_2.txt
GSE55286,GSM1333428,MWCNT (NRCWE-26),MWCNT_NRCWE26_18ug_3d,Mus musculus,Lung,18,ug,3,d,252800510910_201205080851,1_3,Cy5,GPL10787,GSM1333428_252800510910_201205080851_S01_GE2_1010_Sep10_1_3.txt
GSE55286,GSM1333429,MWCNT (NRCWE-26),MWCNT_NRCWE26_54ug_3d,Mus musculus,Lung,54,ug,3,d,252800510910_201205080851,1_4,Cy5,GPL10787,GSM1333429_252800510910_201205080851_S01_GE2_1010_Sep10_1_4.txt
GSE55286,GSM1333430,MWCNT (NM-401),MWCNT_NM401_164ug_3d,Mus musculus,Lung,164,ug,3,d,252800510910_201205080851,2_1,Cy5,GPL10787,GSM1333430_252800510910_201205080851_S01_GE2_1010_Sep10_2_1.txt
GSE55286,GSM1333431,control,control_3d,Mus musculus,Lung,0,NA,3,d,252800510910_201205080851,2_2,Cy5,GPL10787,GSM1333431_252800510910_201205080851_S01_GE2_1010_Sep10_2_2.txt
GSE55286,GSM1333432,MWCNT (NM-401),MWCNT_NM401_54ug_3d,Mus musculus,Lung,54,ug,3,d,252800510910_201205080851,2_4,Cy5,GPL10787,GSM1333432_252800510910_201205080851_S01_GE2_1010_Sep10_2_4.txt
GSE55286,GSM1333433,MWCNT (NRCWE-26),MWCNT_NRCWE26_54ug_28d,Mus musculus,Lung,54,ug,28,d,252800512643_201205090847,1_1,Cy5,GPL10787,GSM1333433_252800512643_201205090847_S01_GE2_1010_Sep10_1_1.txt
GSE55286,GSM1333434,MWCNT (NRCWE-26),MWCNT_NRCWE26_164ug_28d,Mus musculus,Lung,164,ug,28,d,252800512643_201205090847,1_2,Cy5,GPL10787,GSM1333434_252800512643_201205090847_S01_GE2_1010_Sep10_1_2.txt
