GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE60800,GSM1489012,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486837988_201304160846,1_1,Cy5,GPL7202,GSM1489012_251486837988_201304160846_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489013,nanoTiO2 (NRCWE-032),NRCWE032_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837988_201304160846,1_2,Cy5,GPL7202,GSM1489013_251486837988_201304160846_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489014,nanoTiO2 (NRCWE-032),NRCWE032_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837988_201304160846,1_3,Cy5,GPL7202,GSM1489014_251486837988_201304160846_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489015,nanoTiO2 (NRCWE-032),NRCWE032_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486837988_201304160846,1_4,Cy5,GPL7202,GSM1489015_251486837988_201304160846_S01_GE2_1100_Jul11_1_4.txt
GSE60800,GSM1489016,nanoTiO2 (NRCWE-033),NRCWE033_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837989_201304160854,1_1,Cy5,GPL7202,GSM1489016_251486837989_201304160854_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489017,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486837989_201304160854,1_2,Cy5,GPL7202,GSM1489017_251486837989_201304160854_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489018,nanoTiO2 (NRCWE-033),NRCWE033_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837989_201304160854,1_3,Cy5,GPL7202,GSM1489018_251486837989_201304160854_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489019,nanoTiO2 (NRCWE-033),NRCWE033_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837989_201304160854,1_4,Cy5,GPL7202,GSM1489019_251486837989_201304160854_S01_GE2_1100_Jul11_1_4.txt
GSE60800,GSM1489020,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486837991_201304160902,1_1,Cy5,GPL7202,GSM1489020_251486837991_201304160902_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489021,nanoTiO2 (NRCWE-033),NRCWE033_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486837991_201304160902,1_2,Cy5,GPL7202,GSM1489021_251486837991_201304160902_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489022,nanoTiO2 (NRCWE-033),NRCWE033_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837991_201304160902,1_3,Cy5,GPL7202,GSM1489022_251486837991_201304160902_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489023,nanoTiO2 (NRCWE-033),NRCWE033_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837991_201304160902,1_4,Cy5,GPL7202,GSM1489023_251486837991_201304160902_S01_GE2_1100_Jul11_1_4.txt
GSE60800,GSM1489024,nanoTiO2 (NRCWE-032),NRCWE032_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837992_201304160910,1_1,Cy5,GPL7202,GSM1489024_251486837992_201304160910_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489025,nanoTiO2 (NRCWE-032),NRCWE032_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837992_201304160910,1_2,Cy5,GPL7202,GSM1489025_251486837992_201304160910_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489026,nanoTiO2 (NRCWE-032),NRCWE032_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837992_201304160910,1_3,Cy5,GPL7202,GSM1489026_251486837992_201304160910_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489027,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486837992_201304160910,1_4,Cy5,GPL7202,GSM1489027_251486837992_201304160910_S01_GE2_1100_Jul11_1_4.txt
GSE60800,GSM1489028,nanoTiO2 (NRCWE-032),NRCWE032_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837704_201304180653,1_1,Cy5,GPL7202,GSM1489028_251486837704_201304180653_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489029,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486837704_201304180653,1_2,Cy5,GPL7202,GSM1489029_251486837704_201304180653_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489030,nanoTiO2 (NRCWE-032),NRCWE032_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837704_201304180653,1_3,Cy5,GPL7202,GSM1489030_251486837704_201304180653_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489031,nanoTiO2 (NRCWE-032),NRCWE032_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486837704_201304180653,1_4,Cy5,GPL7202,GSM1489031_251486837704_201304180653_S01_GE2_1100_Jul11_1_4.txt
GSE60800,GSM1489032,nanoTiO2 (NRCWE-033),NRCWE033_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837705_201304241140,1_1,Cy5,GPL7202,GSM1489032_251486837705_201304241140_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489033,nanoTiO2 (NRCWE-033),NRCWE033_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837705_201304241140,1_2,Cy5,GPL7202,GSM1489033_251486837705_201304241140_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489034,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486837705_201304241140,1_3,Cy5,GPL7202,GSM1489034_251486837705_201304241140_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489035,nanoTiO2 (NRCWE-033),NRCWE033_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837705_201304241140,1_4,Cy5,GPL7202,GSM1489035_251486837705_201304241140_S01_GE2_1100_Jul11_1_4.txt
GSE60800,GSM1489036,nanoTiO2 (NRCWE-033),NRCWE033_162ug_1d,Mus musculus,Lung,162,ug,1,d,251486837706_201304241148,1_1,Cy5,GPL7202,GSM1489036_251486837706_201304241148_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489037,nanoTiO2 (NRCWE-033),NRCWE033_54ug_1d,Mus musculus,Lung,54,ug,1,d,251486837706_201304241148,1_2,Cy5,GPL7202,GSM1489037_251486837706_201304241148_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489038,control,control_1d,Mus musculus,Lung,0,NA,1,d,251486837706_201304241148,1_3,Cy5,GPL7202,GSM1489038_251486837706_201304241148_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489039,nanoTiO2 (NRCWE-033),NRCWE033_18ug_1d,Mus musculus,Lung,18,ug,1,d,251486837706_201304241148,1_4,Cy5,GPL7202,GSM1489039_251486837706_201304241148_S01_GE2_1100_Jul11_1_4.txt
GSE60800,GSM1489040,nanoTiO2 (NRCWE-032),NRCWE032_18ug_28d,Mus musculus,Lung,18,ug,28,d,251486837707_201304241156,1_1,Cy5,GPL7202,GSM1489040_251486837707_201304241156_S01_GE2_1100_Jul11_1_1.txt
GSE60800,GSM1489041,nanoTiO2 (NRCWE-032),NRCWE032_54ug_28d,Mus musculus,Lung,54,ug,28,d,251486837707_201304241156,1_2,Cy5,GPL7202,GSM1489041_251486837707_201304241156_S01_GE2_1100_Jul11_1_2.txt
GSE60800,GSM1489042,nanoTiO2 (NRCWE-032),NRCWE032_162ug_28d,Mus musculus,Lung,162,ug,28,d,251486837707_201304241156,1_3,Cy5,GPL7202,GSM1489042_251486837707_201304241156_S01_GE2_1100_Jul11_1_3.txt
GSE60800,GSM1489043,control,control_28d,Mus musculus,Lung,0,NA,28,d,251486837707_201304241156,1_4,Cy5,GPL7202,GSM1489043_251486837707_201304241156_S01_GE2_1100_Jul11_1_4.txt
