GSE	GSM	treatment	group	organism	biological_system	dose	dose_unit	time_point	time_point_unit	slide	array	dye	platform	filenames
GSE112780	GSM3083297	MWCNT	MWCNT_10ug_1mo	Mus musculus	Lung	10	ug	1	mo	NA	NA	NA	GPL17400	GSM3083297_Guo_001_m267.CEL
GSE112780	GSM3083298	control	control_1mo	Mus musculus	Lung	0	NA	1	mo	NA	NA	NA	GPL17400	GSM3083298_Guo_002_m217.CEL
GSE112780	GSM3083299	MWCNT	MWCNT_10ug_1mo	Mus musculus	Lung	10	ug	1	mo	NA	NA	NA	GPL17400	GSM3083299_Guo_003_m51.CEL
GSE112780	GSM3083300	MWCNT	MWCNT_40ug_1mo	Mus musculus	Lung	40	ug	1	mo	NA	NA	NA	GPL17400	GSM3083300_Guo_004_m187.CEL
GSE112780	GSM3083301	MWCNT	MWCNT_10ug_6mo	Mus musculus	Lung	10	ug	6	mo	NA	NA	NA	GPL17400	GSM3083301_Guo_005_m376.CEL
GSE112780	GSM3083302	MWCNT	MWCNT_80ug_6mo	Mus musculus	Lung	80	ug	6	mo	NA	NA	NA	GPL17400	GSM3083302_Guo_006_Rm142.CEL
GSE112780	GSM3083303	MWCNT	MWCNT_10ug_1mo	Mus musculus	Lung	10	ug	1	mo	NA	NA	NA	GPL17400	GSM3083303_Guo_007_m312.CEL
GSE112780	GSM3083304	control	control_6mo	Mus musculus	Lung	0	NA	6	mo	NA	NA	NA	GPL17400	GSM3083304_Guo_008_m411.CEL
GSE112780	GSM3083305	MWCNT	MWCNT_40ug_1mo	Mus musculus	Lung	40	ug	1	mo	NA	NA	NA	GPL17400	GSM3083305_Guo_009_m102.CEL
GSE112780	GSM3083306	MWCNT	MWCNT_80ug_1mo	Mus musculus	Lung	80	ug	1	mo	NA	NA	NA	GPL17400	GSM3083306_Guo_010_m121.CEL
GSE112780	GSM3083307	crocidolite	crocidolite_120ug_1mo	Mus musculus	Lung	120	ug	1	mo	NA	NA	NA	GPL17400	GSM3083307_Guo_011_Rm383.CEL
GSE112780	GSM3083308	MWCNT	MWCNT_80ug_1mo	Mus musculus	Lung	80	ug	1	mo	NA	NA	NA	GPL17400	GSM3083308_Guo_012_m221.CEL
GSE112780	GSM3083309	MWCNT	MWCNT_1ug_1mo	Mus musculus	Lung	1	ug	1	mo	NA	NA	NA	GPL17400	GSM3083309_Guo_013_Rm101.CEL
GSE112780	GSM3083310	crocidolite	crocidolite_120ug_6mo	Mus musculus	Lung	120	ug	6	mo	NA	NA	NA	GPL17400	GSM3083310_Guo_014_m336.CEL
GSE112780	GSM3083311	control	control_6mo	Mus musculus	Lung	0	NA	6	mo	NA	NA	NA	GPL17400	GSM3083311_Guo_015_m48.CEL
GSE112780	GSM3083312	MWCNT	MWCNT_10ug_12mo	Mus musculus	Lung	10	ug	12	mo	NA	NA	NA	GPL17400	GSM3083312_Guo_016_m161.CEL
GSE112780	GSM3083313	control	control_1mo	Mus musculus	Lung	0	NA	1	mo	NA	NA	NA	GPL17400	GSM3083313_Guo_017_m350.CEL
GSE112780	GSM3083314	MWCNT	MWCNT_40ug_1mo	Mus musculus	Lung	40	ug	1	mo	NA	NA	NA	GPL17400	GSM3083314_Guo_018_m319.CEL
GSE112780	GSM3083315	control	control_6mo	Mus musculus	Lung	0	NA	6	mo	NA	NA	NA	GPL17400	GSM3083315_Guo_019_m343.CEL
GSE112780	GSM3083316	MWCNT	MWCNT_1ug_1mo	Mus musculus	Lung	1	ug	1	mo	NA	NA	NA	GPL17400	GSM3083316_Guo_020_m197.CEL
GSE112780	GSM3083317	MWCNT	MWCNT_1ug_6mo	Mus musculus	Lung	1	ug	6	mo	NA	NA	NA	GPL17400	GSM3083317_Guo_021_m175.CEL
GSE112780	GSM3083318	MWCNT	MWCNT_80ug_1mo	Mus musculus	Lung	80	ug	1	mo	NA	NA	NA	GPL17400	GSM3083318_Guo_022_m50.CEL
GSE112780	GSM3083319	crocidolite	crocidolite_120ug_12mo	Mus musculus	Lung	120	ug	12	mo	NA	NA	NA	GPL17400	GSM3083319_Guo_023_Rm289.CEL
GSE112780	GSM3083320	MWCNT	MWCNT_80ug_12mo	Mus musculus	Lung	80	ug	12	mo	NA	NA	NA	GPL17400	GSM3083320_Guo_024_Rm72.CEL
GSE112780	GSM3083321	MWCNT	MWCNT_40ug_1mo	Mus musculus	Lung	40	ug	1	mo	NA	NA	NA	GPL17400	GSM3083321_Guo_025_m129.CEL
GSE112780	GSM3083322	MWCNT	MWCNT_1ug_6mo	Mus musculus	Lung	1	ug	6	mo	NA	NA	NA	GPL17400	GSM3083322_Guo_026_m100.CEL
GSE112780	GSM3083323	control	control_6mo	Mus musculus	Lung	0	NA	6	mo	NA	NA	NA	GPL17400	GSM3083323_Guo_027_m169.CEL
GSE112780	GSM3083324	MWCNT	MWCNT_80ug_1mo	Mus musculus	Lung	80	ug	1	mo	NA	NA	NA	GPL17400	GSM3083324_Guo_028_m90.CEL
GSE112780	GSM3083325	crocidolite	crocidolite_120ug_6mo	Mus musculus	Lung	120	ug	6	mo	NA	NA	NA	GPL17400	GSM3083325_Guo_029_m8.CEL
GSE112780	GSM3083326	MWCNT	MWCNT_10ug_6mo	Mus musculus	Lung	10	ug	6	mo	NA	NA	NA	GPL17400	GSM3083326_Guo_030_m231.CEL
GSE112780	GSM3083327	control	control_12mo	Mus musculus	Lung	0	NA	12	mo	NA	NA	NA	GPL17400	GSM3083327_Guo_031_Rm155.CEL
GSE112780	GSM3083328	MWCNT	MWCNT_80ug_1mo	Mus musculus	Lung	80	ug	1	mo	NA	NA	NA	GPL17400	GSM3083328_Guo_032_m342.CEL
GSE112780	GSM3083329	MWCNT	MWCNT_80ug_1mo	Mus musculus	Lung	80	ug	1	mo	NA	NA	NA	GPL17400	GSM3083329_Guo_033_Rm315.CEL
GSE112780	GSM3083330	crocidolite	crocidolite_120ug_1mo	Mus musculus	Lung	120	ug	1	mo	NA	NA	NA	GPL17400	GSM3083330_Guo_034_m114.CEL
GSE112780	GSM3083331	MWCNT	MWCNT_1ug_6mo	Mus musculus	Lung	1	ug	6	mo	NA	NA	NA	GPL17400	GSM3083331_Guo_035_m309.CEL
GSE112780	GSM3083332	MWCNT	MWCNT_1ug_6mo	Mus musculus	Lung	1	ug	6	mo	NA	NA	NA	GPL17400	GSM3083332_Guo_036_m7.CEL
GSE112780	GSM3083333	MWCNT	MWCNT_1ug_6mo	Mus musculus	Lung	1	ug	6	mo	NA	NA	NA	GPL17400	GSM3083333_Guo_037_m397.CEL
GSE112780	GSM3083334	crocidolite	crocidolite_120ug_12mo	Mus musculus	Lung	120	ug	12	mo	NA	NA	NA	GPL17400	GSM3083334_Guo_038_Rm262.CEL
GSE112780	GSM3083335	crocidolite	crocidolite_120ug_6mo	Mus musculus	Lung	120	ug	6	mo	NA	NA	NA	GPL17400	GSM3083335_Guo_039_m170.CEL
GSE112780	GSM3083336	MWCNT	MWCNT_10ug_1mo	Mus musculus	Lung	10	ug	1	mo	NA	NA	NA	GPL17400	GSM3083336_Guo_040_Rm333.CEL
GSE112780	GSM3083337	MWCNT	MWCNT_40ug_6mo	Mus musculus	Lung	40	ug	6	mo	NA	NA	NA	GPL17400	GSM3083337_Guo_041_m406.CEL
GSE112780	GSM3083338	MWCNT	MWCNT_10ug_6mo	Mus musculus	Lung	10	ug	6	mo	NA	NA	NA	GPL17400	GSM3083338_Guo_042_m4.CEL
GSE112780	GSM3083339	crocidolite	crocidolite_120ug_6mo	Mus musculus	Lung	120	ug	6	mo	NA	NA	NA	GPL17400	GSM3083339_Guo_043_m55.CEL
GSE112780	GSM3083340	MWCNT	MWCNT_1ug_6mo	Mus musculus	Lung	1	ug	6	mo	NA	NA	NA	GPL17400	GSM3083340_Guo_044_m154.CEL
GSE112780	GSM3083341	MWCNT	MWCNT_80ug_6mo	Mus musculus	Lung	80	ug	6	mo	NA	NA	NA	GPL17400	GSM3083341_Guo_045_Rm372.CEL
GSE112780	GSM3083342	MWCNT	MWCNT_1ug_12mo	Mus musculus	Lung	1	ug	12	mo	NA	NA	NA	GPL17400	GSM3083342_Guo_046_Rm298.CEL
