GSE,GSM,treatment,group,organism,biological_system,dose,dose_unit,time_point,time_point_unit,slide,array,dye,platform,filenames
GSE51636,GSM1249931,control,control,Mus musculus,Diaphragm,0,ng,12,weeks,US83703553_252800517646,1_1,NA,GPL10787,GSM1249931_US83703553_252800517646_S01_GE1_107_Sep09_1_1.txt.gz
GSE51636,GSM1249932,control,control,Mus musculus,Diaphragm,0,ng,12,weeks,US83703553_252800517646,1_4,NA,GPL10787,GSM1249932_US83703553_252800517646_S01_GE1_107_Sep09_1_4.txt.gz
GSE51636,GSM1249933,control,control,Mus musculus,Diaphragm,0,ng,12,weeks,US83703553_252800517647,2_2,NA,GPL10787,GSM1249933_US83703553_252800517647_S01_GE1_107_Sep09_2_2.txt.gz
GSE51636,GSM1249934,control,control,Mus musculus,Diaphragm,0,ng,12,weeks,US83703553_252800517645,2_2,NA,GPL10787,GSM1249934_US83703553_252800517645_S01_GE1_107_Sep09_2_2.txt.gz
GSE51636,GSM1249935,Short_asbestos_fibres,Short_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517646,1_2,NA,GPL10787,GSM1249935_US83703553_252800517646_S01_GE1_107_Sep09_1_2.txt.gz
GSE51636,GSM1249936,Short_asbestos_fibres,Short_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517646,2_1,NA,GPL10787,GSM1249936_US83703553_252800517646_S01_GE1_107_Sep09_2_1.txt.gz
GSE51636,GSM1249937,Short_asbestos_fibres,Short_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517647,2_3,NA,GPL10787,GSM1249937_US83703553_252800517647_S01_GE1_107_Sep09_2_3.txt.gz
GSE51636,GSM1249938,Short_asbestos_fibres,Short_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517647,1_4,NA,GPL10787,GSM1249938_US83703553_252800517647_S01_GE1_107_Sep09_1_4.txt.gz
GSE51636,GSM1249939,Long_asbestos_fibres,Long_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517646,2_3,NA,GPL10787,GSM1249939_US83703553_252800517646_S01_GE1_107_Sep09_2_3.txt.gz
GSE51636,GSM1249940,Long_asbestos_fibres,Long_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517647,1_3,NA,GPL10787,GSM1249940_US83703553_252800517647_S01_GE1_107_Sep09_1_3.txt.gz
GSE51636,GSM1249941,Long_asbestos_fibres,Long_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517645,2_1,NA,GPL10787,GSM1249941_US83703553_252800517645_S01_GE1_107_Sep09_2_1.txt.gz
GSE51636,GSM1249942,Long_asbestos_fibres,Long_asbestos_fibres,Mus musculus,Diaphragm,25,ng,12,weeks,US83703553_252800517645,1_4,NA,GPL10787,GSM1249942_US83703553_252800517645_S01_GE1_107_Sep09_1_4.txt.gz
GSE51636,GSM1249943,Short_carbon_nanotubes,Short_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517646,2_4,NA,GPL10787,GSM1249943_US83703553_252800517646_S01_GE1_107_Sep09_2_4.txt.gz
GSE51636,GSM1249944,Short_carbon_nanotubes,Short_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517646,1_3,NA,GPL10787,GSM1249944_US83703553_252800517646_S01_GE1_107_Sep09_1_3.txt.gz
GSE51636,GSM1249945,Short_carbon_nanotubes,Short_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517645,1_2,NA,GPL10787,GSM1249945_US83703553_252800517645_S01_GE1_107_Sep09_1_2.txt.gz
GSE51636,GSM1249946,Short_carbon_nanotubes,Short_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517645,1_1,NA,GPL10787,GSM1249946_US83703553_252800517645_S01_GE1_107_Sep09_1_1.txt.gz
GSE51636,GSM1249947,Long_carbon_nanotubes,Long_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517646,2_2,NA,GPL10787,GSM1249947_US83703553_252800517646_S01_GE1_107_Sep09_2_2.txt.gz
GSE51636,GSM1249948,Long_carbon_nanotubes,Long_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517647,2_4,NA,GPL10787,GSM1249948_US83703553_252800517647_S01_GE1_107_Sep09_2_4.txt.gz
GSE51636,GSM1249949,Long_carbon_nanotubes,Long_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517647,1_1,NA,GPL10787,GSM1249949_US83703553_252800517647_S01_GE1_107_Sep09_1_1.txt.gz
GSE51636,GSM1249950,Long_carbon_nanotubes,Long_carbon_nanotubes,Mus musculus,Diaphragm,5,ng,12,weeks,US83703553_252800517647,1_2,NA,GPL10787,GSM1249950_US83703553_252800517647_S01_GE1_107_Sep09_1_2.txt.gz
